,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Is old
3049,I,0.59,0.47,0.145,0.974,0.453,0.236,0.289,young
3817,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,young
2457,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,young
2274,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,old
2226,M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,old
4128,I,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,young
468,M,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,old
125,I,0.36,0.28,0.08,0.1755,0.081,0.0505,0.07,young
1360,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,young
2982,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,young
3799,F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,young
2184,M,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,young
2861,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,young
2349,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,old
1026,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,young
1330,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,young
1108,I,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,young
2309,M,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,young
4127,M,0.55,0.42,0.145,0.7385,0.321,0.1485,0.252,young
1200,F,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,young
3242,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,old
320,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,young
708,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,young
2498,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,old
3366,I,0.44,0.31,0.115,0.3625,0.134,0.082,0.12,young
2413,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,young
2823,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,young
3478,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,young
3813,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,old
1779,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,young
824,I,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,young
3804,I,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,young
2801,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,young
1942,F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,young
2163,F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,young
3899,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,young
2141,F,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,young
87,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,old
382,M,0.535,0.42,0.145,0.791,0.33,0.189,0.25,young
1468,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,young
2502,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,young
3189,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,old
912,I,0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,young
3961,M,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,young
485,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,old
2755,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,young
726,F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,old
2918,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,young
4009,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,old
3146,M,0.55,0.42,0.17,0.8465,0.336,0.2405,0.245,old
3822,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,young
2339,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,old
1590,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,young
3861,F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,old
2598,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,young
1085,I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,young
1385,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,young
1467,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,young
2631,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,young
1812,M,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,young
522,F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,young
2796,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,old
3762,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,young
2181,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,old
1697,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,young
4092,M,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,old
2303,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,young
1743,F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,young
3858,M,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,old
3292,M,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,young
2202,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,old
2310,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,old
1869,I,0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,young
3145,F,0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,young
1591,I,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,young
566,M,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,young
3233,M,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265,old
2442,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,young
44,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,young
548,M,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,young
2251,M,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,young
4097,F,0.635,0.5,0.175,1.477,0.684,0.3005,0.39,old
652,I,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,young
121,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,young
2716,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,young
3023,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,young
1177,M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,young
2733,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,young
3237,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,young
1374,M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,young
3038,M,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,young
3104,M,0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,young
737,M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,old
2234,M,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,old
4145,M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,young
3816,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,young
2514,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,young
1023,F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,young
1101,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,young
1492,F,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,young
4152,I,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,young
2604,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,young
1894,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,young
1841,I,0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,young
2370,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,old
980,M,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,young
1180,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,young
2233,F,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,young
3192,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,old
685,M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,young
3738,M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,young
1786,F,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,young
3887,F,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,young
1856,I,0.5,0.38,0.11,0.5605,0.28,0.106,0.15,young
2689,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,young
2628,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,young
2258,M,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,old
764,M,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,old
489,M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,young
297,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,young
811,M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,old
3127,M,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,young
887,F,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,old
1281,M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,young
1832,I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,young
3839,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,young
2958,F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,young
374,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,old
4026,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,young
2491,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,young
2734,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,young
3955,M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,young
1889,F,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,young
3176,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,young
2116,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,young
1478,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,young
3814,I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,young
3604,I,0.42,0.325,0.11,0.325,0.1245,0.0755,0.1025,young
1608,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,young
1278,I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,young
3341,I,0.54,0.435,0.145,0.97,0.4285,0.22,0.264,old
2769,I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,young
313,M,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,old
1907,I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,young
3701,F,0.66,0.53,0.17,1.431,0.622,0.309,0.398,young
525,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,young
3255,F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,young
345,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,young
3721,F,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,young
1690,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,young
38,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,young
1053,M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,old
3461,M,0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,young
561,F,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,young
1463,F,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,young
1158,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,young
955,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,young
1219,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,young
1039,M,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,young
436,M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,young
2831,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,young
3404,I,0.35,0.265,0.11,0.209,0.066,0.059,0.075,young
2178,F,0.58,0.45,0.235,1.071,0.3,0.206,0.395,old
2249,M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,young
2985,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,young
4007,M,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,young
999,F,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,young
1814,F,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,young
2710,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,old
2124,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,young
95,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,old
2737,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,young
1265,I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,young
161,M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,old
1220,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,young
1354,M,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,young
1828,I,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,young
2049,I,0.44,0.305,0.115,0.379,0.162,0.091,0.11,young
1552,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,young
2767,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,young
3932,I,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,old
482,M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,old
233,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,old
4025,I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,young
1174,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,young
1685,I,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,young
3326,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,young
1772,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,young
724,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,old
3643,I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,young
3469,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,young
2520,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,young
3657,I,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,young
316,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,young
386,F,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,young
4047,M,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,young
2084,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,young
3020,I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,young
2350,F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,young
143,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,old
2770,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,young
3378,I,0.255,0.19,0.07,0.0815,0.028,0.016,0.031,young
479,M,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,old
1943,M,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,young
4100,M,0.67,0.525,0.18,1.4915,0.728,0.343,0.381,young
3589,M,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,old
2662,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,young
1658,M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,young
3860,F,0.57,0.44,0.19,1.018,0.447,0.207,0.265,young
3535,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,young
1536,I,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,young
2849,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,young
953,M,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,young
19,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,young
2990,M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,young
3963,F,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,young
1239,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,young
1142,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,young
653,I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,young
3741,F,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,young
1129,F,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,young
1979,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,old
3468,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,young
666,F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,young
1997,I,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,young
911,I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,young
1540,I,0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,young
2209,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,old
3962,M,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,young
865,M,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,young
3225,M,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,old
1164,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,young
753,F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,old
2071,I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,young
2117,I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,young
1923,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,young
1287,I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,young
3840,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,young
817,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,young
4008,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,young
2380,F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,young
3649,I,0.49,0.39,0.12,0.511,0.2205,0.103,0.1745,young
145,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,young
150,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,young
1347,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,young
1466,I,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,young
941,I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,young
1217,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,young
986,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,young
2217,I,0.33,0.26,0.08,0.19,0.0765,0.0385,0.065,young
3170,M,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,young
1209,M,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,young
651,M,0.255,0.18,0.065,0.079,0.034,0.014,0.025,young
2113,M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,young
910,I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,young
883,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,old
1622,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,young
1152,M,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,young
473,I,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,young
166,M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,old
795,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,old
3664,I,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,young
499,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,young
2219,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,old
334,I,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,young
2096,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,young
230,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,old
97,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,young
3857,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,young
2221,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,young
435,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,old
3164,F,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,young
2331,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,young
3525,I,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038,young
1369,M,0.61,0.46,0.16,1.0,0.494,0.197,0.275,young
4051,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,young
944,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,young
1080,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,young
4027,I,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,young
3398,F,0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,old
3114,I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,young
2403,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,old
2307,F,0.65,0.5,0.165,1.1445,0.485,0.218,0.365,old
3436,I,0.375,0.285,0.09,0.257,0.1045,0.062,0.075,young
1323,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,young
657,F,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,old
3642,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,young
656,M,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,young
752,M,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,young
3809,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,young
2029,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,young
138,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,young
3395,M,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,old
631,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,young
1677,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,young
2199,I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,young
620,M,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,young
4064,F,0.63,0.515,0.16,1.336,0.553,0.3205,0.35,young
1603,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,young
2460,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,old
1579,I,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,young
3493,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,young
1648,F,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,young
2505,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,young
1616,I,0.55,0.425,0.15,0.7665,0.339,0.176,0.21,young
3566,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,young
3635,I,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,young
1525,F,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,young
172,F,0.53,0.395,0.145,0.775,0.308,0.169,0.255,young
587,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,young
1604,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,young
3136,M,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,young
4164,I,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,young
2845,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,young
1714,M,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,young
1547,I,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,young
727,M,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,young
3203,F,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,old
2016,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,young
487,M,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,young
4072,I,0.485,0.375,0.11,0.464,0.2015,0.09,0.149,young
624,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,old
2464,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,old
1145,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,young
3128,F,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352,young
3307,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,young
1632,I,0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,old
3639,I,0.44,0.34,0.105,0.344,0.123,0.081,0.125,young
1157,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,young
740,M,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,young
1198,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,old
1048,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,old
2616,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,old
3892,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,old
151,M,0.59,0.475,0.145,1.053,0.4415,0.262,0.325,old
1194,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,old
1212,I,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,young
617,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,old
282,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,young
2522,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,young
1460,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,young
3928,I,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,old
863,M,0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,young
2494,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,young
124,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,young
3970,I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,young
1372,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,young
1345,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,young
3009,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,old
1296,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,young
2228,I,0.275,0.2,0.075,0.086,0.0305,0.019,0.03,young
3291,F,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,old
1165,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,young
408,M,0.59,0.485,0.12,0.911,0.39,0.182,0.29,old
1535,I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,young
2702,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,old
3442,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,young
3915,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,old
2461,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,old
3432,I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,young
2576,M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,young
2634,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,young
2394,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,young
2045,F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,young
2898,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,young
3807,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,young
519,M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,young
2020,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,young
302,F,0.54,0.435,0.175,0.892,0.322,0.174,0.335,old
3471,M,0.72,0.565,0.2,1.787,0.718,0.385,0.529,young
37,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,old
4129,M,0.555,0.435,0.145,0.9205,0.404,0.2275,0.255,young
3443,M,0.48,0.37,0.13,0.643,0.349,0.1155,0.135,young
2146,F,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,young
2891,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,young
411,M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,old
3894,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,young
3938,M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,old
1934,M,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,old
598,I,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,old
3039,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,young
868,F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,old
